Col_id,Col_time,Col_item,Col_power,Col_current,Col_voltage,Col_electricity
293,2025-12-05 08:14:36,ICE,55.1,688.0,103.9,1394.0
294,2025-12-05 08:14:36,WAT,0.0,0.0,101.6,1426.0
295,2025-12-05 08:14:36,MAC,6.9,68.0,101.4,900.0
296,2025-12-05 08:17:37,AIR,2.1,28.0,102.2,889.0
297,2025-12-05 08:17:37,ICE,44.3,548.0,103.8,1395.0
298,2025-12-05 08:17:37,WAT,0.0,0.0,101.6,1426.0
299,2025-12-05 08:17:37,MAC,6.9,68.0,101.4,900.0
300,2025-12-05 08:20:38,AIR,2.1,28.0,102.2,889.0
301,2025-12-05 08:20:38,ICE,44.3,548.0,103.8,1395.0
302,2025-12-05 08:20:38,WAT,0.0,0.0,101.6,1426.0
303,2025-12-05 08:20:38,MAC,6.9,68.0,101.4,900.0
304,2025-12-05 08:23:39,AIR,2.1,28.0,102.2,889.0
305,2025-12-05 08:23:39,ICE,44.3,548.0,103.8,1395.0
306,2025-12-05 08:23:39,WAT,0.0,0.0,101.6,1426.0
307,2025-12-05 08:23:39,MAC,6.9,68.0,101.4,900.0
308,2025-12-05 08:26:40,AIR,2.1,28.0,102.2,889.0
309,2025-12-05 08:26:40,ICE,44.3,548.0,103.8,1395.0
310,2025-12-05 08:26:40,WAT,0.0,0.0,101.6,1426.0
311,2025-12-05 08:26:40,MAC,6.9,68.0,101.4,900.0
312,2025-12-05 08:29:41,AIR,2.1,28.0,102.2,889.0
313,2025-12-05 08:29:41,ICE,44.3,548.0,103.8,1395.0
314,2025-12-05 08:29:41,WAT,0.0,0.0,101.6,1426.0
315,2025-12-05 08:29:41,MAC,6.9,68.0,101.4,900.0
316,2025-12-05 08:32:42,AIR,2.1,28.0,102.2,889.0
317,2025-12-05 08:32:42,ICE,44.3,548.0,103.8,1395.0
318,2025-12-05 08:32:42,WAT,0.0,0.0,101.6,1426.0
319,2025-12-05 08:32:42,MAC,6.9,68.0,101.4,900.0
320,2025-12-05 08:35:43,AIR,2.1,28.0,102.2,889.0
321,2025-12-05 08:35:43,ICE,44.3,548.0,103.8,1395.0
322,2025-12-05 08:35:43,WAT,0.0,0.0,101.6,1426.0
323,2025-12-05 08:35:43,MAC,6.9,68.0,101.4,900.0
324,2025-12-05 08:38:44,AIR,2.1,28.0,102.2,889.0
325,2025-12-05 08:38:44,ICE,44.3,548.0,103.8,1395.0
326,2025-12-05 08:38:44,WAT,0.0,0.0,101.6,1426.0
327,2025-12-05 08:38:44,MAC,6.9,68.0,101.4,900.0
328,2025-12-05 08:41:45,AIR,2.1,28.0,102.2,889.0
329,2025-12-05 08:41:45,ICE,44.3,548.0,103.8,1395.0
330,2025-12-05 08:41:45,WAT,0.0,0.0,101.6,1426.0
331,2025-12-05 08:41:45,MAC,6.9,68.0,101.4,900.0
332,2025-12-05 08:44:46,AIR,2.1,28.0,102.2,889.0
333,2025-12-05 08:44:46,ICE,44.3,548.0,103.8,1395.0
334,2025-12-05 08:44:46,WAT,0.0,0.0,101.6,1426.0
335,2025-12-05 08:44:46,MAC,6.9,68.0,101.4,900.0
336,2025-12-05 08:47:47,AIR,2.1,28.0,102.2,889.0
337,2025-12-05 08:47:47,ICE,44.3,548.0,103.8,1395.0
338,2025-12-05 08:47:47,WAT,0.0,0.0,101.6,1426.0
339,2025-12-05 08:47:47,MAC,6.9,68.0,101.4,900.0
340,2025-12-05 08:50:48,AIR,2.1,28.0,102.2,889.0
341,2025-12-05 08:50:48,ICE,44.3,548.0,103.8,1395.0
342,2025-12-05 08:50:48,WAT,0.0,0.0,101.6,1426.0
